Sección;Capítulo;Partida;Subpartida;Fracción;Region ;Pais ;Gasto
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208900700 --- Raicilla.;Europe;Suiza;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208900700 --- Raicilla.;Europe;Turquía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208900700 --- Raicilla.;Europe;Ucrania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;África y Oceanía;África y Oceanía;27.622,99
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;América del Norte;América del Norte;2.036.470,77
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Asia;Asia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Latinoamérica y Antillas;Latinoamérica y Antillas;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Otros;Otros;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;No identificados de la U.E.;305.595,49
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Albania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Alemania;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Austria;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Bélgica;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Bielorrusia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Bosnia y Herzegovina;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Bulgaria;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Chipre;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Croacia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Dinamarca;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Eslovenia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;España;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Estonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Federación Rusa;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Finlandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Francia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Georgia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Gibraltar;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Grecia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Hungría;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Irlanda;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Islandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Italia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Letonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Liechtenstein;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Lituania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Luxemburgo;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Macedonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Malta;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Moldavia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;No identificados de la U.E.;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Noruega;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Países Bajos;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Polonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Portugal;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Reino Unido;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;República Checa;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;República Eslovaca;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Rumania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Serbia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Suecia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Suiza;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Turquía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909991 --- Las demás bebidas alcohólicas que contengan aguard...;Europe;Ucrania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;África y Oceanía;África y Oceanía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;América del Norte;América del Norte;2.349.884,06
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Asia;Asia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Latinoamérica y Antillas;Latinoamérica y Antillas;1.972.075,38
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Otros;Otros;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;No identificados de la U.E.;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Albania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Alemania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Austria;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Bélgica;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Bielorrusia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Bosnia y Herzegovina;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Bulgaria;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Chipre;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Croacia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Dinamarca;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Eslovenia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;España;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Estonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Federación Rusa;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Finlandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Francia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Georgia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Gibraltar;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Grecia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Hungría;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Irlanda;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Islandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Italia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Letonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Liechtenstein;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Lituania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Luxemburgo;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Macedonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Malta;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Moldavia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;No identificados de la U.E.;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Noruega;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Países Bajos;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Polonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Portugal;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Reino Unido;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;República Checa;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;República Eslovaca;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Rumania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Serbia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Suecia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Suiza;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Turquía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2208 - Alcohol etílico sin desnaturalizar con grado alcoh...;220890 -- Los demás;2208909999 --- Los demás.;Europe;Ucrania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;África y Oceanía;África y Oceanía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;América del Norte;América del Norte;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;Asia;Asia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;Latinoamérica y Antillas;Latinoamérica y Antillas;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;Otros;Otros;
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;Europe;No identificados de la U.E.;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;22  Bebidas, líquidos alcohólicos y vinagre;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;2209 - Vinagre y sucedáneos del vinagre obtenidos a parti...;Europe;Albania;
